track_name,artist_name,year,tempo,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,gender,ethnicity
How to Save a Life,The Fray,2006,122,A#,Major,64,36,74,26,0,10,3,Group,White (American)
Put Your Records On,Corinne Bailey Rae,2006,96,A,Major,73,54,51,16,0,13,3,Female,Black (British)
So Sick,Ne-Yo,2006,92,F#,Major,45,57,57,24,0,18,31,Male,Black (American)
Maneater,Nelly Furtado,2006,132,F#,Major,79,78,77,2,0,12,3,Female,Multiracial (Canadian)
Unwritten,Natasha Bedingfield,2006,100,F,Major,70,62,80,0,0,8,3,Female,White (British)
Supermassive Black Hole,Muse,2006,120,G,Major,66,78,92,4,0,8,4,Group,White (British)
Dani California,Red Hot Chili Peppers,2006,96,C,Major,55,73,91,1,0,34,4,Group,White (American)
When You Were Young,The Killers,2006,130,B,Major,46,32,98,0,4,28,11,Group,White (American)
"Dance, Dance",Fall Out Boy,2006,114,B,Minor,62,44,96,0,0,8,15,Group,Multiracial (American)
Me & U,Cassie,2006,99,G#,Minor,80,73,45,35,0,6,2,Female,Black (American)
Who Knew,P!nk,2006,140,A,Major,68,46,73,0,0,7,2,Female,White (American)
Life is a Highway,Rascal Flatts,2006,103,F,Major,58,65,95,0,0,22,7,Group,White (American)
Waiting On the World to Change,John Mayer,2006,176,D,Major,57,66,75,15,0,24,11,Male,White (American)
Shake That,Eminem,2006,107,C#,Minor,96,53,64,5,0,15,11,Male,White (American)
My Love (feat. T.I.),Justin Timberlake,2006,119,B,Minor,77,80,68,27,0,68,22,Male,White (American)
When The Sun Goes Down,Arctic Monkeys,2006,169,B,Minor,34,40,87,3,0,11,19,Group,White (British)
Rehab,Amy Winehouse,2006,71,C,Major,40,77,55,5,0,34,5,Female,White (British)
Far Away,Nickelback,2006,132,F#,Major,51,29,79,0,0,10,3,Group,White (Canadian)
Touch The Sky,Kanye West,2006,98,A,Major,55,55,84,1,0,30,34,Male,Black (American)
I Write Sins Not Tragedies,Panic! At The Disco,2006,170,A,Minor,56,60,83,8,0,11,14,Group,White (American)
Yo (Excuse Me Miss),Chris Brown,2006,86,E,Major,53,56,61,11,0,20,27,Male,Black (American)
Laffy Taffy,D4L,2006,77,G,Minor,89,62,43,3,0,9,42,Group,Black (American)
Everytime We Touch,Cascada,2006,142,G#,Major,63,49,97,0,0,38,5,Group,White (German)
Too Little Too Late,JoJo,2006,82,F#,Minor,42,73,79,0,0,7,5,Female,White (American)
Unfaithful,Rihanna,2006,144,C,Minor,58,34,39,83,0,22,3,Female,Multiracial (Barbadian)
Savin' Me,Nickelback,2006,164,D#,Major,44,52,81,0,0,41,2,Group,White (Canadian)
Over My Head (Cable Car),The Fray,2006,116,G#,Major,59,70,72,2,0,6,4,Group,White (American)
Goodbye My Lover,James Blunt,2006,89,E,Major,43,27,26,95,0,9,5,Male,White (British)
Sexy Love,Ne-Yo,2006,94,G#,Major,69,49,51,29,0,6,4,Male,Black (American)
What Hurts The Most,Rascal Flatts,2006,136,F,Minor,53,33,67,0,0,26,2,Group,White (American)
Rock This Party - Everybody Dance Now,Bob Sinclar,2006,128,F,Minor,89,90,82,7,0,5,12,Male,White (French)
Ridin',Chamillionaire,2006,143,G#,Minor,78,83,79,18,0,30,9,Male,Black (American)
Pump It,Black Eyed Peas,2006,153,C#,Minor,64,74,93,0,0,75,18,Group,Multiracial (American)
Call Me When You're Sober,Evanescence,2006,93,G,Major,45,32,88,0,0,29,5,Group,White (American)
"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",The Notorious B.I.G.,2006,106,D,Major,83,64,62,9,0,28,14,Male,Black (American)
Snap Yo Fingers,Lil Jon,2006,82,G#,Minor,83,62,75,0,0,28,23,Male,Black (American)
Last Request,Paolo Nutini,2006,80,F,Major,60,40,70,24,0,13,4,Male,White (Scottish)
Be Without You - Kendu Mix,Mary J. Blige,2006,146,D,Minor,72,67,70,7,0,26,9,Female,Black (American)
I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,2006,144,G#,Major,73,46,36,0,0,17,8,Male,Black (American)
It's Goin' Down (feat. Nitti),Yung Joc,2006,84,C#,Minor,88,60,57,9,0,13,6,Male,Black (American)
Love Generation - Radio Edit,Bob Sinclar,2006,128,C#,Major,72,54,87,19,0,8,5,Male,White (French)
Gimme That,Chris Brown,2006,87,B,Minor,67,44,57,0,0,11,4,Male,Black (American)
Deja Vu (feat. Jay-Z),BeyoncÃ©,2006,105,G,Major,64,35,74,0,0,7,34,Female,Black (American)
Dirty Little Secret,The All-American Rejects,2006,143,A#,Major,46,46,95,0,0,54,4,Group,White (American)
One,Mary J. Blige,2006,185,C,Major,34,26,87,8,0,12,7,Female,Black (American)
Black Horse And The Cherry Tree,KT Tunstall,2006,104,E,Minor,74,91,78,32,0,34,6,Female,White (Scottish)
Buttons,The Pussycat Dolls,2006,210,D,Major,56,40,82,17,0,28,26,Group,Multiracial (American)
London Bridge,Fergie,2006,90,C#,Major,77,63,60,21,0,16,34,Female,Multiracial (American)
Do It To It,Cherish,2006,74,D,Major,82,79,67,0,0,49,16,Group,Black (American)
What You Know,T.I.,2006,73,B,Major,55,33,81,1,0,16,3,Male,Black (American)
My My My,Armand Van Helden,2006,127,G,Major,65,74,73,0,0,3,24,Male,White (American)
Ain't No Other Man,Christina Aguilera,2006,127,G,Major,86,51,74,0,0,10,22,Female,Multiracial (American)
Tears Dry On Their Own,Amy Winehouse,2006,121,C#,Minor,64,45,87,49,0,28,11,Female,White (British)
Naive,The Kooks,2006,102,G#,Minor,54,72,81,6,0,12,6,Group,White (British)
When I'm Gone,Eminem,2006,150,A#,Minor,60,72,74,5,0,27,36,Male,White (American)
Smile,Lily Allen,2006,95,F,Major,63,73,63,0,0,22,2,Female,White (British)
Chelsea Dagger,The Fratellis,2006,154,G,Major,51,55,81,5,0,7,14,Group,White (British)
Pullin' Me Back,Chingy,2006,80,G,Major,78,58,51,8,0,12,28,Male,Black (American)
Stickwitu,The Pussycat Dolls,2006,79,A,Major,65,43,54,26,0,6,5,Group,Multiracial (American)
U and Dat (feat. T. Pain & Kandi Girl),E-40,2006,99,F#,Minor,85,32,48,2,0,12,27,Male,Black (American)
Ms. New Booty,Bubba Sparxxx,2006,129,C#,Major,64,60,62,1,0,8,41,Male,White (American)
Get Up (feat. Chamillionaire),Ciara,2006,128,C#,Minor,96,62,59,2,0,4,10,Female,Black (American)
Sorry,Madonna,2006,132,C,Minor,58,44,87,0,1,16,4,Female,White (American)
Move Along,The All-American Rejects,2006,109,D#,Major,52,61,92,0,0,37,4,Group,White (American)
"Lean Wit It, Rock Wit It",Dem Franchize Boyz,2006,76,F,Major,88,60,62,8,0,10,30,Group,Black (American)
Is It Any Wonder?,Keane,2006,129,B,Minor,48,81,95,0,0,33,3,Group,White (British)
Money Maker,Ludacris,2006,78,C#,Major,55,61,59,15,0,29,27,Male,Black (American)
I Wish I Was a Punk Rocker (with Flowers in My Hair),Sandi Thom,2006,108,E,Major,70,71,46,54,0,60,35,Female,White (Scottish)
Check On It (feat. Bun B & Slim Thug),BeyoncÃ©,2006,166,G,Major,70,86,79,7,0,38,26,Female,Black (American)
Touch It,Busta Rhymes,2006,138,C#,Major,65,44,55,0,0,19,37,Male,Black (American)
Stupid Girls,P!nk,2006,100,E,Minor,68,56,88,0,0,5,7,Female,White (American)
Where'd You Go (feat. Holly Brook & Jonah Matranga),Fort Minor,2006,179,C#,Minor,68,25,81,26,0,11,23,Group,Asian (American)
From Paris to Berlin,Infernal,2006,126,A,Minor,74,83,86,9,0,3,8,Group,White (Danish)
I Don't Feel Like Dancin',Scissor Sisters,2006,108,G,Major,71,83,91,1,0,33,2,Group,Multiracial (American)
No Promises,Shayne Ward,2006,79,E,Major,49,20,50,53,0,11,2,Male,White (British)
She Moves In Her Own Way,The Kooks,2006,76,G,Major,43,79,81,27,0,9,6,Group,White (British)
It Ends Tonight,The All-American Rejects,2006,87,C,Major,45,31,63,0,0,17,2,Group,White (American)
Chain Hang Low,Jibbs,2006,157,E,Minor,79,77,58,2,0,11,26,Male,Black (American)
"Steady, As She Goes",The Raconteurs,2006,123,A,Major,52,53,57,1,0,10,12,Group,White (American)
A Moment Like This,Leona Lewis,2006,70,G#,Major,26,16,56,42,0,13,3,Female,Black (British)
Grillz,Nelly,2006,82,E,Minor,86,84,50,3,0,30,24,Male,Black (American)
The Rose,Westlife,2006,129,A,Major,28,17,20,79,0,8,2,Group,White (Irish)
Come to Me (feat. Nicole Scherzinger),Diddy,2006,96,F#,Minor,81,38,48,1,0,65,7,Male,Black (American)
You Give Me Something,James Morrison,2006,79,G,Major,55,57,67,21,0,8,10,Male,White (British)
Fill My Little World,The Feeling,2006,175,G,Major,46,68,78,3,0,34,3,Group,White (British)
Beep,The Pussycat Dolls,2006,103,G,Major,93,51,74,0,0,11,4,Group,Multiracial (American)
Bossy Featuring Too $hort (feat. Too $hort),Kelis,2006,84,E,Major,90,77,62,0,0,6,17,Female,Black (American)
What's Left Of Me,Nick Lachey,2006,150,G,Major,42,31,72,13,0,13,3,Male,White (American)
You're All I Have,Snow Patrol,2006,132,D,Major,46,50,92,0,5,17,4,Group,White (Scottish)
America,Razorlight,2006,90,D,Major,44,19,56,29,0,28,3,Group,White (British)
Control Myself,LL COOL J,2006,120,A#,Minor,82,48,87,0,0,20,21,Male,Black (American)
Patience,Take That,2006,175,A#,Major,30,37,78,14,0,11,4,Group,White (British)
Bleeding Love,Leona Lewis,2007,104,F,Major,63,22,65,18,0,14,3,Female,Black (British)
Umbrella,Rihanna,2007,174,C#,Major,58,57,82,0,0,4,13,Female,Multiracial (Barbadian)
Smack That,Akon,2007,118,F,Minor,93,92,74,32,0,10,4,Male,Black (American)
Big Girls Don't Cry (Personal),Fergie,2007,113,G,Major,70,24,64,20,0,9,3,Female,Multiracial (American)
Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,2007,105,C#,Major,69,88,83,0,0,9,6,Male,White (British)
Hey There Delilah,Plain White T's,2007,103,D,Major,65,29,29,87,0,11,2,Group,White (American)
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,2007,76,G,Major,68,43,72,12,0,57,7,Male,White (American)
The Sweet Escape,Gwen Stefani,2007,119,C#,Major,75,73,77,19,0,17,3,Female,Multiracial (American)
Stronger,Kanye West,2007,103,A#,Minor,61,49,71,0,0,40,15,Male,Black (American)
The Way I Are,Timbaland,2007,114,D#,Minor,73,76,80,18,75,31,10,Male,Black (American)
Chasing Cars,Snow Patrol,2007,104,A,Major,56,14,59,19,0,13,2,Group,White (Scottish)
What I've Done,Linkin Park,2007,120,F,Major,62,28,93,1,0,13,3,Group,Multiracial (American)
Say It Right,Nelly Furtado,2007,116,C#,Major,87,80,87,4,0,5,13,Female,Multiracial (Canadian)
Gimme More,Britney Spears,2007,113,D,Major,78,38,84,25,0,7,3,Female,White (American)
Before He Cheats,Carrie Underwood,2007,147,F#,Minor,51,28,74,27,0,11,4,Female,White (American)
How to Save a Life,The Fray,2007,122,A#,Major,64,36,74,26,0,10,3,Group,White (American)
Back To Black,Amy Winehouse,2007,122,G,Minor,40,37,42,13,0,8,3,Female,White (British)
Can't Tell Me Nothing,Kanye West,2007,80,F,Minor,59,10,62,1,0,82,3,Male,Black (American)
The Pretender,Foo Fighters,2007,172,A,Major,43,36,95,0,0,2,4,Group,White (American)
Thnks fr th Mmrs,Fall Out Boy,2007,154,A#,Minor,45,58,89,0,0,10,6,Group,Multiracial (American)
Snow (Hey Oh),Red Hot Chili Peppers,2007,104,B,Major,42,59,90,11,0,11,4,Group,White (American)
Bleed It Out,Linkin Park,2007,140,C#,Minor,52,59,96,11,0,61,5,Group,Multiracial (American)
Give It To Me,Timbaland,2007,110,G#,Major,97,81,71,16,0,7,6,Male,Black (American)
Face Down,The Red Jumpsuit Apparatus,2007,92,G,Minor,54,46,93,0,0,12,3,Group,White (American)
"Dear Maria, Count Me In",All Time Low,2007,181,D,Major,45,57,89,0,0,20,8,Group,White (American)
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,2007,80,C#,Major,69,60,54,1,0,6,11,Male,Black (American)
Misery Business,Paramore,2007,172,C#,Major,51,73,90,0,0,11,7,Group,White (American)
Crank That (Soulja Boy),Soulja Boy,2007,140,C,Major,73,80,74,51,0,4,7,Male,Black (American)
Destination Calabria - Radio Edit,Alex Gaudino,2007,128,D,Major,62,31,95,0,0,29,4,Male,White (Italian)
Girlfriend,Avril Lavigne,2007,163,G,Major,56,66,95,0,0,20,10,Female,White (Canadian)
Fake It,Seether,2007,132,G#,Major,61,60,95,0,0,5,5,Group,White (South African)
Paralyzer,Finger Eleven,2007,106,B,Minor,64,86,93,15,0,23,4,Group,White (Canadian)
Because Of You,Ne-Yo,2007,109,C,Minor,81,82,53,52,0,9,3,Male,Black (American)
My Love (feat. T.I.),Justin Timberlake,2007,119,B,Minor,77,80,68,27,0,68,22,Male,White (American)
Don't Matter,Akon,2007,125,D,Major,79,35,44,24,0,32,4,Male,Black (American)
Beautiful Liar,BeyoncÃ©,2007,91,G#,Major,76,41,75,0,0,16,7,Female,Black (American)
Rehab,Amy Winehouse,2007,71,C,Major,40,77,55,5,0,34,5,Female,White (British)
Bartender (feat. Akon),T-Pain,2007,104,G#,Major,83,43,39,5,0,22,6,Male,Black (American)
You,Lloyd,2007,130,F,Minor,41,70,87,10,0,29,47,Male,Black (American)
Kiss Kiss (feat. T-Pain),Chris Brown,2007,140,A#,Minor,72,55,65,5,0,6,22,Male,Black (American)
Glamorous,Fergie,2007,130,C,Major,81,62,75,29,0,8,19,Female,Multiracial (American)
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,2007,199,A,Major,43,40,88,0,0,3,6,Group,Multiracial (American)
I Wanna Love You,Akon,2007,99,C,Major,86,36,45,3,0,27,4,Male,Black (American)
Hate That I Love You,Rihanna,2007,93,F,Minor,63,73,73,32,0,9,8,Female,Multiracial (Barbadian)
Everything,Michael BublÃ©,2007,123,F#,Minor,68,49,68,39,0,9,2,Male,White (Canadian)
1973,James Blunt,2007,123,A,Major,72,76,66,6,0,7,2,Male,White (British)
Rockstar,Nickelback,2007,144,C,Major,61,69,91,4,0,34,3,Group,White (Canadian)
Cry for You,September,2007,130,A,Major,76,96,88,0,0,5,3,Female,White (Swedish)
Summer Love,Justin Timberlake,2007,95,C,Minor,60,47,59,7,0,32,8,Male,White (American)
Fergalicious,Fergie,2007,129,G#,Minor,90,82,58,5,0,12,31,Female,Multiracial (American)
When You're Gone,Avril Lavigne,2007,142,E,Minor,45,16,71,19,0,22,3,Female,White (Canadian)
Bubbly,Colbie Caillat,2007,127,A,Major,69,24,47,60,0,11,3,Female,White (American)
Let Me Think About It,Ida Corr,2007,129,C,Minor,76,71,75,0,6,14,4,Female,White (Danish)
Shut Up And Drive,Rihanna,2007,132,C#,Major,73,74,82,0,12,19,3,Female,Multiracial (Barbadian)
New Shoes,Paolo Nutini,2007,150,G#,Major,74,85,73,47,0,8,9,Male,White (Scottish)
U + Ur Hand,P!nk,2007,141,C,Major,70,88,89,0,0,3,5,Female,White (American)
Candyman,Christina Aguilera,2007,172,G#,Minor,68,72,78,1,1,14,23,Female,Multiracial (American)
Let It Go,Keyshia Cole,2007,94,A#,Minor,80,78,72,19,0,20,21,Female,Black (American)
Golden Skans,Klaxons,2007,141,D,Minor,46,71,83,0,0,25,3,Group,White (British)
Like a Boy,Ciara,2007,132,C,Minor,70,42,72,26,0,8,14,Female,Black (American)
Bed,J. Holiday,2007,127,F,Minor,68,72,60,17,0,5,5,Male,Black (American)
She's So Lovely,Scouting For Girls,2007,167,C,Major,49,61,85,6,0,4,6,Group,White (British)
Lost Without U,Robin Thicke,2007,113,C,Major,66,81,35,22,0,10,11,Male,White (American)
Keep Holding On,Avril Lavigne,2007,161,G,Major,16,13,78,3,0,14,3,Female,White (Canadian)
Tears Dry On Their Own,Amy Winehouse,2007,121,C#,Minor,64,45,87,49,0,28,11,Female,White (British)
Shawty (feat. T Pain),Plies,2007,105,E,Minor,44,26,70,4,0,7,12,Male,Black (American)
The Great Escape,BOYS LIKE GIRLS,2007,149,C#,Minor,42,50,94,0,0,17,6,Group,White (American)
Promise,Ciara,2007,123,A,Major,69,43,62,40,0,8,4,Female,Black (American)
Make It Rain,Fat Joe,2007,149,B,Minor,74,76,69,1,0,8,19,Male,Hispanic (Puerto Rican)
Brianstorm,Arctic Monkeys,2007,165,C#,Major,42,43,98,0,0,23,21,Group,White (British)
Grace Kelly,MIKA,2007,122,C,Major,67,68,82,1,1,36,4,Male,White (Lebanese)
Ruby,Kaiser Chiefs,2007,93,F,Minor,45,44,93,0,0,7,5,Group,White (British)
Shortie Like Mine (feat. Chris Brown & JohntÃ¡ Austin),Bow Wow,2007,142,G,Minor,75,70,64,7,0,19,22,Male,Black (American)
I Tried,Bone Thugs-N-Harmony,2007,81,E,Major,72,37,71,1,0,10,7,Group,Black (American)
On the Hotline - Amended Version,Pretty Ricky,2007,92,A#,Minor,70,68,85,1,0,14,18,Group,Black (American)
Wait for You,Elliott Yamin,2007,116,C,Major,76,35,48,25,0,18,2,Male,White (American)
Ice Box,Omarion,2007,131,G#,Major,77,82,73,18,0,12,13,Male,Black (American)
This Is Why I'm Hot,MiMS,2007,80,G#,Major,62,48,60,27,0,49,57,Male,Black (American)
Heartbroken - Edit,T2,2007,139,B,Minor,71,87,75,2,0,16,3,Group,Black (British)
The Way I Live,Baby Boy Da Prince,2007,90,C,Major,88,71,43,1,0,9,24,Male,Black (American)
Here (In Your Arms),Hellogoodbye,2007,126,F,Major,70,77,60,19,0,27,3,Group,White (American)
Ayo Technology,50 Cent,2007,140,G#,Minor,63,41,78,8,0,3,13,Male,Black (American)
Last Night,Keyshia Cole,2007,121,D#,Minor,91,97,84,16,0,8,6,Female,Black (American)
"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",Wyclef Jean,2007,92,C#,Major,73,52,74,7,0,34,5,Male,Black (American)
Makes Me Wonder,Maroon 5,2007,113,G,Major,80,88,85,0,0,5,3,Group,White (American)
Cupid's Chokehold / Breakfast in America - Radio Mix,Gym Class Heroes,2007,79,C#,Minor,58,82,68,49,0,28,7,Group,Multiracial (American)
LoveStoned / I Think She Knows (Interlude),Justin Timberlake,2007,121,C#,Major,85,85,68,34,0,21,5,Male,White (American)
Acceptable in the 80's,Calvin Harris,2007,127,G,Major,78,94,80,1,25,4,5,Male,White (British)
Outta My System (feat. T-Pain & JohntÃ¡ Austin),Bow Wow,2007,83,F#,Major,77,74,59,9,0,10,18,Male,Black (American)
"Pop, Lock & Drop It - Video Edit",Huey,2007,144,B,Minor,72,64,64,0,0,35,22,Male,Black (American)
Proper Education - Radio Edit,Eric Prydz,2007,124,C,Major,53,32,93,0,3,9,5,Male,White (Swedish)
We Fly High,Jim Jones,2007,120,C#,Major,50,46,79,7,0,9,38,Male,Black (American)
Home,Westlife,2007,122,A#,Major,55,17,55,40,0,8,2,Group,White (Irish)
Runaway Love,Ludacris,2007,92,C#,Major,40,81,72,32,0,25,28,Male,Black (American)
Walk It Out,Unk,2007,160,C#,Minor,79,70,77,9,0,20,8,Male,Black (American)
Your Love Alone Is Not Enough (feat. Nina Persson),Manic Street Preachers,2007,126,D,Major,34,39,92,0,0,38,4,Group,White (British)
Do You Know? (The Ping Pong Song),Enrique Iglesias,2007,114,G#,Major,75,69,76,5,0,3,5,Male,Hispanic (Spanish)
Love Today,MIKA,2007,124,B,Minor,67,54,90,3,0,11,6,Male,White (Lebanese)
Home,Daughtry,2007,143,F#,Major,46,38,85,0,0,19,3,Group,White (American)
Stop Me (feat. Daniel Merriweather),Mark Ronson,2007,118,C,Major,62,34,90,0,0,13,4,Male,White (British)
Low (feat. T-Pain),Flo Rida,2008,128,A#,Minor,91,30,60,9,0,13,7,Male,Black (American)
I Kissed A Girl,Katy Perry,2008,129,F,Major,69,69,76,0,0,13,6,Female,White (American)
Take A Bow,Rihanna,2008,82,A,Major,69,57,46,24,0,9,7,Female,Multiracial (Barbadian)
No One,Alicia Keys,2008,90,C#,Minor,64,16,54,2,0,13,2,Female,Black (American)
Apologize,Timbaland,2008,118,G#,Major,65,10,60,2,0,9,2,Male,Black (American)
Miss Independent,Ne-Yo,2008,171,C#,Major,67,71,68,52,0,23,11,Male,Black (American)
With You,Chris Brown,2008,86,D#,Major,66,65,69,13,0,14,6,Male,Black (American)
If I Were a Boy,BeyoncÃ©,2008,90,F#,Major,63,42,51,10,0,35,3,Female,Black (American)
Viva La Vida,Coldplay,2008,138,F,Minor,48,41,61,9,0,10,2,Group,White (British)
Flashing Lights,Kanye West,2008,90,F#,Minor,63,43,62,3,0,38,3,Male,Black (American)
Sex on Fire,Kings of Leon,2008,153,A,Major,54,37,90,0,1,13,5,Group,White (American)
"You're Gonna Go Far, Kid",The Offspring,2008,126,C,Major,55,60,91,0,0,19,6,Group,White (American)
Don't Stop The Music,Rihanna,2008,122,F#,Minor,83,54,66,3,0,5,6,Female,Multiracial (Barbadian)
Paper Planes,M.I.A.,2008,172,D,Major,44,48,84,3,0,65,22,Female,Multiracial
American Boy,Estelle,2008,117,C,Major,69,52,72,17,0,7,37,Female,Black (British)
Kids,MGMT,2008,122,A,Major,45,17,93,0,0,36,7,Group,Multiracial
Homecoming,Kanye West,2008,86,C#,Major,66,91,74,33,0,11,18,Male,Black (American)
So What,P!nk,2008,126,B,Minor,53,46,87,0,0,24,4,Female,White (American)
Use Somebody,Kings of Leon,2008,137,C,Major,27,17,71,0,0,20,4,Group,White (American)
Forever,Chris Brown,2008,120,B,Major,67,43,82,3,0,18,4,Male,Black (American)
Womanizer,Britney Spears,2008,139,B,Major,72,23,69,7,0,8,6,Female,White (American)
Disturbia,Rihanna,2008,124,B,Minor,70,72,81,8,0,16,5,Female,Multiracial (Barbadian)
Right Now (Na Na Na),Akon,2008,137,G#,Minor,82,58,85,26,0,41,15,Male,Black (American)
Crank That (Soulja Boy),Soulja Boy,2008,140,C,Major,73,80,74,51,0,4,7,Male,Black (American)
Good Life,Kanye West,2008,82,C#,Major,43,48,80,0,0,43,34,Male,Black (American)
Human,The Killers,2008,135,A#,Major,55,58,80,0,0,9,6,Group,White (American)
Paralyzer,Finger Eleven,2008,106,B,Minor,64,86,93,15,0,23,4,Group,White (Canadian)
Infinity 2008 - Klaas Vocal Edit,Guru Josh Project,2008,128,G,Minor,49,47,86,0,0,35,5,Group,White (British)
Touch My Body,Mariah Carey,2008,78,E,Minor,71,84,66,9,0,22,5,Female,Multiracial
Ain't No Rest for the Wicked,Cage The Elephant,2008,156,C,Major,63,91,84,4,0,37,10,Group,White (American)
Live Your Life,T.I.,2008,159,B,Minor,37,47,86,7,0,21,25,Male,Black (American)
4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,2008,113,D,Major,75,76,93,0,0,23,6,Female,Multiracial (American)
All Summer Long,Kid Rock,2008,102,G,Major,70,88,86,2,0,9,2,Male,White (American)
Dangerous,Kardinal Offishall,2008,117,G#,Major,94,80,79,0,0,8,7,Male,Black (Canadian)
Love Song,Sara Bareilles,2008,123,D,Minor,58,57,78,2,0,18,3,Female,White (American)
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,2008,173,F,Major,31,43,29,77,0,70,3,Male,White (American)
Burnin' Up,Jonas Brothers,2008,114,D,Major,66,80,95,2,0,33,8,Group,White (American)
Love in This Club (feat. Young Jeezy),USHER,2008,140,C,Major,57,34,71,5,0,16,7,Male,Black (American)
Skinny Love,Bon Iver,2008,76,E,Minor,59,10,26,84,0,12,5,Male,White
When I Grow Up,The Pussycat Dolls,2008,118,B,Minor,67,36,68,0,0,39,5,Group,Multiracial
Whatever You Like,T.I.,2008,150,A,Minor,68,46,68,1,0,26,7,Male,Black (American)
No Air (feat. Chris Brown),Jordin Sparks,2008,160,G#,Minor,46,32,75,5,0,5,19,Female,Multiracial
Kiss Kiss (feat. T-Pain),Chris Brown,2008,140,A#,Minor,72,55,65,5,0,6,22,Male,Black (American)
Pocketful of Sunshine,Natasha Bedingfield,2008,110,A,Minor,72,65,88,19,0,7,4,Female,White (British)
Hot N Cold,Katy Perry,2008,132,G,Major,70,86,84,0,0,6,4,Female,White (American)
Lollipop,Lil Wayne,2008,148,C,Major,82,45,42,5,0,13,8,Male,Black (American)
Hate That I Love You,Rihanna,2008,93,F,Minor,63,73,73,32,0,9,8,Female,Multiracial (Barbadian)
Chasing Pavements,Adele,2008,80,F,Minor,61,32,47,29,0,11,2,Female,White (British)
A-Punk,Vampire Weekend,2008,174,D,Major,55,84,81,1,4,15,5,Group,White (American)
Addicted,Saving Abel,2008,138,G,Major,51,52,86,0,0,9,3,Group,White (American)
Pjanoo - Radio Edit,Eric Prydz,2008,125,G,Minor,60,83,87,0,81,11,2,Male,White (Swedish)
A Milli,Lil Wayne,2008,151,F#,Minor,67,77,69,3,0,19,27,Male,Black (American)
Cry for You,September,2008,130,A,Major,76,96,88,0,0,5,3,Female,White (Swedish)
See You Again,Miley Cyrus,2008,138,A,Minor,69,80,91,1,0,11,17,Female,White (American)
Crush,David Archuleta,2008,162,C,Minor,56,48,66,0,0,7,3,Male,White (American)
Bubbly,Colbie Caillat,2008,127,A,Major,69,24,47,60,0,11,3,Female,White (American)
Shake It,Metro Station,2008,150,E,Major,61,79,95,0,0,48,7,Group,Multiracial
Superstar (feat. Matthew Santos),Lupe Fiasco,2008,94,B,Minor,57,47,82,20,0,35,36,Male,Black (American)
Closer,Ne-Yo,2008,126,E,Minor,71,58,75,2,0,15,7,Male,Black (American)
Dance Wiv Me - Radio Edit,Dizzee Rascal,2008,111,B,Major,87,79,74,4,0,15,4,Male,Black (British)
Shadow of the Day,Linkin Park,2008,110,B,Major,53,6,39,0,1,10,2,Group,Multiracial
Can't Help but Wait,Trey Songz,2008,94,G#,Minor,69,61,69,35,0,9,7,Male,Black (American)
Put On,Jeezy,2008,137,A,Minor,65,26,76,0,0,8,3,Male,Black (American)
Violet Hill,Coldplay,2008,76,C#,Minor,33,11,57,6,0,11,3,Group,White (British)
All I Ever Wanted - Radio Edit,Basshunter,2008,144,E,Major,64,55,98,16,0,16,5,Male,White (Swedish)
Better in Time,Leona Lewis,2008,163,F#,Major,58,54,70,51,0,13,5,Female,Black (British)
Hypnotized (feat. Akon),Plies,2008,116,A#,Major,84,61,57,16,0,40,7,Male,Black (American)
Fall for You,Secondhand Serenade,2008,169,C,Major,39,35,45,17,0,10,3,Group,White (American)
The Man Who Can't Be Moved,The Script,2008,99,A#,Major,60,30,62,43,0,9,2,Group,White (Irish)
Now You're Gone (feat. DJ Mental Theo's Bazzheadz) - Video Edit,Basshunter,2008,147,C#,Major,63,35,97,2,0,8,35,Male,White (Swedish)
Say Hey (I Love You) (feat. Cherine Tanya Anderson),Michael Franti & Spearhead,2008,92,F,Minor,73,95,98,3,0,18,8,Group,Multiracial
I Hate This Part,The Pussycat Dolls,2008,111,F,Major,75,45,61,6,0,27,3,Group,Multiracial
Love Lockdown,Kanye West,2008,119,C#,Minor,76,11,52,5,50,11,3,Male,Black (American)
It's Not My Time,3 Doors Down,2008,128,C,Major,53,30,93,0,0,10,6,Group,White (American)
Piece of Me,Britney Spears,2008,115,B,Major,76,78,63,9,0,8,21,Female,White (American)
Sexy Can I,Ray J,2008,172,C#,Major,57,92,68,29,0,61,31,Male,Black (American)
I Luv Your Girl,The-Dream,2008,90,G#,Major,72,4,32,1,0,11,3,Male,Black (American)
Say,John Mayer,2008,167,A#,Major,48,54,72,54,0,7,3,Male,White (American)
Clumsy,Fergie,2008,184,D,Major,73,45,56,19,0,29,13,Female,White (American)
